[15-Oct-2025 18:39:54 UTC] PHP Fatal error:  Maximum execution time of 30 seconds exceeded in C:\Users\faria\projeto-final\vendor\laravel\framework\src\Illuminate\Foundation\Bootstrap\HandleExceptions.php on line 257
[15-Oct-2025 18:39:57 UTC] PHP  16. Illuminate\Filesystem\Filesystem->getRequire($path = 'C:\\Users\\faria\\projeto-final\\storage\\framework\\views/54416ce1360f7f1c9cbd9bd99548fd2b.php', $data = ['__env' => class Illuminate\View\Factory { protected $engines = class Illuminate\View\Engines\EngineResolver { ... }; protected $finder = class Illuminate\View\FileViewFinder { ... }; protected $events = class Illuminate\Events\Dispatcher { ... }; protected $container = class Illuminate\Foundation\Application { ... }; protected $shared = [...]; protected $extensions = [...]; protected $composers = [...]; protected $renderCount = 3; protected $renderedOnce = [...]; protected $pathEngineCache = [...]; protected $normalizedNameCache = [...]; protected $componentStack = [...]; protected $componentData = [...]; protected $currentComponentData = [...]; protected $slots = [...]; protected $slotStack = [...]; protected $fragments = [...]; protected $fragmentStack = [...]; protected $sections = [...]; protected $sectionStack = [...]; protected $loopsStack = [...]; protected $pushes = [...]; protected $prepends = [...]; protected $pushStack = [...]; protected $translationReplacements = [...] }, 'app' => class Illuminate\Foundation\Application { protected $resolved = [...]; protected $bindings = [...]; protected $methodBindings = [...]; protected $instances = [...]; protected $scopedInstances = [...]; protected $aliases = [...]; protected $abstractAliases = [...]; protected $extenders = [...]; protected $tags = [...]; protected $buildStack = [...]; protected $with = [...]; public $contextual = [...]; public $contextualAttributes = [...]; protected $reboundCallbacks = [...]; protected $globalBeforeResolvingCallbacks = [...]; protected $globalResolvingCallbacks = [...]; protected $globalAfterResolvingCallbacks = [...]; protected $beforeResolvingCallbacks = [...]; protected $resolvingCallbacks = [...]; protected $afterResolvingCallbacks = [...]; protected $afterResolvingAttributeCallbacks = [...]; protected $basePath = 'C:\\Users\\faria\\projeto-final'; protected $registeredCallbacks = [...]; protected $hasBeenBootstrapped = TRUE; protected $booted = TRUE; protected $bootingCallbacks = [...]; protected $bootedCallbacks = [...]; protected $terminatingCallbacks = [...]; protected $serviceProviders = [...]; protected $loadedProviders = [...]; protected $deferredServices = [...]; protected $bootstrapPath = 'C:\\Users\\faria\\projeto-final\\bootstrap'; protected $appPath = NULL; protected $configPath = NULL; protected $databasePath = NULL; protected $langPath = 'C:\\Users\\faria\\projeto-final\\lang'; protected $publicPath = NULL; protected $storagePath = NULL; protected $environmentPath = NULL; protected $environmentFile = '.env'; protected $isRunningInConsole = FALSE; protected $namespace = NULL; protected $mergeFrameworkConfiguration = TRUE; protected $absoluteCachePathPrefixes = [...] }, 'errors' => class Illuminate\Support\ViewErrorBag { protected $bags = [...] }, 'exception' => class Illuminate\Foundation\Exceptions\Renderer\Exception { protected $exception = class Symfony\Component\ErrorHandler\Exception\FlattenException { ... }; protected $request = class Illuminate\Http\Request { ... }; protected $listener = class Illuminate\Foundation\Exceptions\Renderer\Listener { ... }; protected $basePath = 'C:\\Users\\faria\\projeto-final' }]) C:\Users\faria\projeto-final\vendor\laravel\framework\src\Illuminate\View\Engines\PhpEngine.php:58
[15-Oct-2025 18:39:57 UTC] PHP  17. Illuminate\Filesystem\Filesystem::Illuminate\Filesystem\{closure:C:\Users\faria\projeto-final\vendor\laravel\framework\src\Illuminate\Filesystem\Filesystem.php:120-124}() C:\Users\faria\projeto-final\vendor\laravel\framework\src\Illuminate\Filesystem\Filesystem.php:124
[15-Oct-2025 18:39:57 UTC] PHP  18. require() C:\Users\faria\projeto-final\vendor\laravel\framework\src\Illuminate\Filesystem\Filesystem.php:123
[15-Oct-2025 18:39:57 UTC] PHP  19. Illuminate\View\Factory->renderComponent() C:\Users\faria\projeto-final\storage\framework\views\54416ce1360f7f1c9cbd9bd99548fd2b.php:22
[15-Oct-2025 18:39:57 UTC] PHP  20. Illuminate\View\View->render($callback = *uninitialized*) C:\Users\faria\projeto-final\vendor\laravel\framework\src\Illuminate\View\Concerns\ManagesComponents.php:103
[15-Oct-2025 18:39:57 UTC] PHP  21. Illuminate\View\View->renderContents() C:\Users\faria\projeto-final\vendor\laravel\framework\src\Illuminate\View\View.php:161
[15-Oct-2025 18:39:57 UTC] PHP  22. Illuminate\View\View->getContents() C:\Users\faria\projeto-final\vendor\laravel\framework\src\Illuminate\View\View.php:192
[15-Oct-2025 18:39:57 UTC] PHP  23. Illuminate\View\Engines\CompilerEngine->get($path = 'C:\\Users\\faria\\projeto-final\\vendor\\laravel\\framework\\src\\Illuminate\\Foundation\\Providers/../resources/exceptions/renderer/components/navigation.blade.php', $data = ['__env' => class Illuminate\View\Factory { protected $engines = class Illuminate\View\Engines\EngineResolver { ... }; protected $finder = class Illuminate\View\FileViewFinder { ... }; protected $events = class Illuminate\Events\Dispatcher { ... }; protected $container = class Illuminate\Foundation\Application { ... }; protected $shared = [...]; protected $extensions = [...]; protected $composers = [...]; protected $renderCount = 3; protected $renderedOnce = [...]; protected $pathEngineCache = [...]; protected $normalizedNameCache = [...]; protected $componentStack = [...]; protected $componentData = [...]; protected $currentComponentData = [...]; protected $slots = [...]; protected $slotStack = [...]; protected $fragments = [...]; protected $fragmentStack = [...]; protected $sections = [...]; protected $sectionStack = [...]; protected $loopsStack = [...]; protected $pushes = [...]; protected $prepends = [...]; protected $pushStack = [...]; protected $translationReplacements = [...] }, 'app' => class Illuminate\Foundation\Application { protected $resolved = [...]; protected $bindings = [...]; protected $methodBindings = [...]; protected $instances = [...]; protected $scopedInstances = [...]; protected $aliases = [...]; protected $abstractAliases = [...]; protected $extenders = [...]; protected $tags = [...]; protected $buildStack = [...]; protected $with = [...]; public $contextual = [...]; public $contextualAttributes = [...]; protected $reboundCallbacks = [...]; protected $globalBeforeResolvingCallbacks = [...]; protected $globalResolvingCallbacks = [...]; protected $globalAfterResolvingCallbacks = [...]; protected $beforeResolvingCallbacks = [...]; protected $resolvingCallbacks = [...]; protected $afterResolvingCallbacks = [...]; protected $afterResolvingAttributeCallbacks = [...]; protected $basePath = 'C:\\Users\\faria\\projeto-final'; protected $registeredCallbacks = [...]; protected $hasBeenBootstrapped = TRUE; protected $booted = TRUE; protected $bootingCallbacks = [...]; protected $bootedCallbacks = [...]; protected $terminatingCallbacks = [...]; protected $serviceProviders = [...]; protected $loadedProviders = [...]; protected $deferredServices = [...]; protected $bootstrapPath = 'C:\\Users\\faria\\projeto-final\\bootstrap'; protected $appPath = NULL; protected $configPath = NULL; protected $databasePath = NULL; protected $langPath = 'C:\\Users\\faria\\projeto-final\\lang'; protected $publicPath = NULL; protected $storagePath = NULL; protected $environmentPath = NULL; protected $environmentFile = '.env'; protected $isRunningInConsole = FALSE; protected $namespace = NULL; protected $mergeFrameworkConfiguration = TRUE; protected $absoluteCachePathPrefixes = [...] }, 'errors' => class Illuminate\Support\ViewErrorBag { protected $bags = [...] }, 'exception' => class Illuminate\Foundation\Exceptions\Renderer\Exception { protected $exception = class Symfony\Component\ErrorHandler\Exception\FlattenException { ... }; protected $request = class Illuminate\Http\Request { ... }; protected $listener = class Illuminate\Foundation\Exceptions\Renderer\Listener { ... }; protected $basePath = 'C:\\Users\\faria\\projeto-final' }, 'attributes' => class Illuminate\View\ComponentAttributeBag { protected $attributes = [...] }, 'slot' => class Illuminate\View\ComponentSlot { public $attributes = class Illuminate\View\ComponentAttributeBag { ... }; protected $contents = '' }, '__laravel_slots' => ['__default' => class Illuminate\View\ComponentSlot { ... }]]) C:\Users\faria\projeto-final\vendor\laravel\framework\src\Illuminate\View\View.php:209
[15-Oct-2025 18:39:57 UTC] PHP  24. Illuminate\View\Engines\PhpEngine->evaluatePath($path = 'C:\\Users\\faria\\projeto-final\\storage\\framework\\views/103dccd8b359bf657a64d721426a4392.php', $data = ['__env' => class Illuminate\View\Factory { protected $engines = class Illuminate\View\Engines\EngineResolver { ... }; protected $finder = class Illuminate\View\FileViewFinder { ... }; protected $events = class Illuminate\Events\Dispatcher { ... }; protected $container = class Illuminate\Foundation\Application { ... }; protected $shared = [...]; protected $extensions = [...]; protected $composers = [...]; protected $renderCount = 3; protected $renderedOnce = [...]; protected $pathEngineCache = [...]; protected $normalizedNameCache = [...]; protected $componentStack = [...]; protected $componentData = [...]; protected $currentComponentData = [...]; protected $slots = [...]; protected $slotStack = [...]; protected $fragments = [...]; protected $fragmentStack = [...]; protected $sections = [...]; protected $sectionStack = [...]; protected $loopsStack = [...]; protected $pushes = [...]; protected $prepends = [...]; protected $pushStack = [...]; protected $translationReplacements = [...] }, 'app' => class Illuminate\Foundation\Application { protected $resolved = [...]; protected $bindings = [...]; protected $methodBindings = [...]; protected $instances = [...]; protected $scopedInstances = [...]; protected $aliases = [...]; protected $abstractAliases = [...]; protected $extenders = [...]; protected $tags = [...]; protected $buildStack = [...]; protected $with = [...]; public $contextual = [...]; public $contextualAttributes = [...]; protected $reboundCallbacks = [...]; protected $globalBeforeResolvingCallbacks = [...]; protected $globalResolvingCallbacks = [...]; protected $globalAfterResolvingCallbacks = [...]; protected $beforeResolvingCallbacks = [...]; protected $resolvingCallbacks = [...]; protected $afterResolvingCallbacks = [...]; protected $afterResolvingAttributeCallbacks = [...]; protected $basePath = 'C:\\Users\\faria\\projeto-final'; protected $registeredCallbacks = [...]; protected $hasBeenBootstrapped = TRUE; protected $booted = TRUE; protected $bootingCallbacks = [...]; protected $bootedCallbacks = [...]; protected $terminatingCallbacks = [...]; protected $serviceProviders = [...]; protected $loadedProviders = [...]; protected $deferredServices = [...]; protected $bootstrapPath = 'C:\\Users\\faria\\projeto-final\\bootstrap'; protected $appPath = NULL; protected $configPath = NULL; protected $databasePath = NULL; protected $langPath = 'C:\\Users\\faria\\projeto-final\\lang'; protected $publicPath = NULL; protected $storagePath = NULL; protected $environmentPath = NULL; protected $environmentFile = '.env'; protected $isRunningInConsole = FALSE; protected $namespace = NULL; protected $mergeFrameworkConfiguration = TRUE; protected $absoluteCachePathPrefixes = [...] }, 'errors' => class Illuminate\Support\ViewErrorBag { protected $bags = [...] }, 'exception' => class Illuminate\Foundation\Exceptions\Renderer\Exception { protected $exception = class Symfony\Component\ErrorHandler\Exception\FlattenException { ... }; protected $request = class Illuminate\Http\Request { ... }; protected $listener = class Illuminate\Foundation\Exceptions\Renderer\Listener { ... }; protected $basePath = 'C:\\Users\\faria\\projeto-final' }, 'attributes' => class Illuminate\View\ComponentAttributeBag { protected $attributes = [...] }, 'slot' => class Illuminate\View\ComponentSlot { public $attributes = class Illuminate\View\ComponentAttributeBag { ... }; protected $contents = '' }, '__laravel_slots' => ['__default' => class Illuminate\View\ComponentSlot { ... }]]) C:\Users\faria\projeto-final\vendor\laravel\framework\src\Illuminate\View\Engines\CompilerEngine.php:75
[15-Oct-2025 18:39:57 UTC] PHP  25. Illuminate\Filesystem\Filesystem->getRequire($path = 'C:\\Users\\faria\\projeto-final\\storage\\framework\\views/103dccd8b359bf657a64d721426a4392.php', $data = ['__env' => class Illuminate\View\Factory { protected $engines = class Illuminate\View\Engines\EngineResolver { ... }; protected $finder = class Illuminate\View\FileViewFinder { ... }; protected $events = class Illuminate\Events\Dispatcher { ... }; protected $container = class Illuminate\Foundation\Application { ... }; protected $shared = [...]; protected $extensions = [...]; protected $composers = [...]; protected $renderCount = 3; protected $renderedOnce = [...]; protected $pathEngineCache = [...]; protected $normalizedNameCache = [...]; protected $componentStack = [...]; protected $componentData = [...]; protected $currentComponentData = [...]; protected $slots = [...]; protected $slotStack = [...]; protected $fragments = [...]; protected $fragmentStack = [...]; protected $sections = [...]; protected $sectionStack = [...]; protected $loopsStack = [...]; protected $pushes = [...]; protected $prepends = [...]; protected $pushStack = [...]; protected $translationReplacements = [...] }, 'app' => class Illuminate\Foundation\Application { protected $resolved = [...]; protected $bindings = [...]; protected $methodBindings = [...]; protected $instances = [...]; protected $scopedInstances = [...]; protected $aliases = [...]; protected $abstractAliases = [...]; protected $extenders = [...]; protected $tags = [...]; protected $buildStack = [...]; protected $with = [...]; public $contextual = [...]; public $contextualAttributes = [...]; protected $reboundCallbacks = [...]; protected $globalBeforeResolvingCallbacks = [...]; protected $globalResolvingCallbacks = [...]; protected $globalAfterResolvingCallbacks = [...]; protected $beforeResolvingCallbacks = [...]; protected $resolvingCallbacks = [...]; protected $afterResolvingCallbacks = [...]; protected $afterResolvingAttributeCallbacks = [...]; protected $basePath = 'C:\\Users\\faria\\projeto-final'; protected $registeredCallbacks = [...]; protected $hasBeenBootstrapped = TRUE; protected $booted = TRUE; protected $bootingCallbacks = [...]; protected $bootedCallbacks = [...]; protected $terminatingCallbacks = [...]; protected $serviceProviders = [...]; protected $loadedProviders = [...]; protected $deferredServices = [...]; protected $bootstrapPath = 'C:\\Users\\faria\\projeto-final\\bootstrap'; protected $appPath = NULL; protected $configPath = NULL; protected $databasePath = NULL; protected $langPath = 'C:\\Users\\faria\\projeto-final\\lang'; protected $publicPath = NULL; protected $storagePath = NULL; protected $environmentPath = NULL; protected $environmentFile = '.env'; protected $isRunningInConsole = FALSE; protected $namespace = NULL; protected $mergeFrameworkConfiguration = TRUE; protected $absoluteCachePathPrefixes = [...] }, 'errors' => class Illuminate\Support\ViewErrorBag { protected $bags = [...] }, 'exception' => class Illuminate\Foundation\Exceptions\Renderer\Exception { protected $exception = class Symfony\Component\ErrorHandler\Exception\FlattenException { ... }; protected $request = class Illuminate\Http\Request { ... }; protected $listener = class Illuminate\Foundation\Exceptions\Renderer\Listener { ... }; protected $basePath = 'C:\\Users\\faria\\projeto-final' }, 'attributes' => class Illuminate\View\ComponentAttributeBag { protected $attributes = [...] }, 'slot' => class Illuminate\View\ComponentSlot { public $attributes = class Illuminate\View\ComponentAttributeBag { ... }; protected $contents = '' }, '__laravel_slots' => ['__default' => class Illuminate\View\ComponentSlot { ... }]]) C:\Users\faria\projeto-final\vendor\laravel\framework\src\Illuminate\View\Engines\PhpEngine.php:58
[15-Oct-2025 18:39:57 UTC] PHP  26. Illuminate\Filesystem\Filesystem::Illuminate\Filesystem\{closure:C:\Users\faria\projeto-final\vendor\laravel\framework\src\Illuminate\Filesystem\Filesystem.php:120-124}() C:\Users\faria\projeto-final\vendor\laravel\framework\src\Illuminate\Filesystem\Filesystem.php:124
[15-Oct-2025 18:39:57 UTC] PHP  27. require() C:\Users\faria\projeto-final\vendor\laravel\framework\src\Illuminate\Filesystem\Filesystem.php:123
[15-Oct-2025 18:39:57 UTC] PHP  28. Illuminate\View\Factory->renderComponent() C:\Users\faria\projeto-final\storage\framework\views\103dccd8b359bf657a64d721426a4392.php:35
